ML;1;;;;;;;;;;;;;
BG;LivingRoomBG;0;;;;;;;;;;;;
N;0;वो बॉक्स लेकर मैं अंदर आई। ;;;;;;;;;;;;
N;0;मेरे मन में अजीब अजीब से ख्याल आ रहे थे। ;;;;;;;;;;;;
N;0;बॉक्स सामने रखकर मैंने {$MalePlayerName} को कॉल किया। ;;;;;;;;;;;;
N;0;फ़ोन बजा और {$MalePlayerName} ने फ़ोन उठाया। ;;;;;;;;;;;;
D;LivingRoomBG;YYYM;Phone;क्या हुआ?;0;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Phone;हेलो!;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;YYYM;Phone;हेलो? ;0;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Phone;बेबी, फ़ोन उठाकर पहले हेलो बोलते हैं! ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;YYYM;Phone;(बेरुखी आवाज़ में) हम्म तो बताओ क्यों कॉल किया?;0;D1;PatiPatniAurWo;0;R;;;;;
N;0;{$MalePlayerName} के आस पास से लड़कियों की आवाज़ आ रही थी, थोड़ा म्यूजिक भी चल रहा था। ;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;YYYM;Phone;बोलोगी हुआ क्या?;0;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Phone;कुछ नहीं, बस तुमने कॉल नहीं किया? ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;YYYM;Phone;हाँ मैं बिजी हूँ, रखो बाय! ;0;D1;PatiPatniAurWo;0;R;;;;;
N;0;इतना बोलकर {$MalePlayerName} ने कॉल काट दिया। ;LivingRoomBG;;;;;;;;;;;
N;0;अभी तक मैं ये समझ चुकी थी की कुछ तो चल रहा था, ;;;;;;;;;;;;
N;0;जो मुझे नहीं पता था।;;;;;;;;;;;;
N;0;और अब मैंने फैसला कर लिया था… ;;;;;;;;;;;;
N;0;सच का पता लगाने का! ;;;;;;;;;;;;
FO;LivingRoomBG;;;;;;;;;;;;;
BG;LivingRoomBG;2;;;;;;;;;;;;
N;0;मुझे उस बॉक्स को देखकर अजीब सी उलझन हो रही थी। ;;;;;;;;;;;;
N;0;मैंने सोचा अब मुझे सब पता लगाना ही होगा। ;;;;;;;;;;;;
D;LivingRoomBG;XXXF;Confuse;मैं आज सबसे पहले…  ;0;D1;PatiPatniAurWo;1;L;1;3;रिजाइन करुँगी।;बैंगलोर की फ्लाइट बुक करुँगी।;नयी जॉब के डाक्यूमेंट्स दूंगी।
D;LivingRoomBG;XXXF;Happy;हाँ, यही करती हूँ।;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Happy;कंपनी कॉल करती हूँ और सर को पूरी बात समझाती हूँ। ;0;D1;PatiPatniAurWo;0;L;;;;;
N;0;मैंने सर को कॉल किया।;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;BossPhone;Phone;हमे बोहोत अफ़सोस होगा तुम्हारे जैसे मेहनती एम्प्लॉय के जाने का। ;1;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Phone;सर मुझे भी, ईट वॉज ग्रेट वरकींग हियर। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;BossPhone;Phone;आल द बेस्ट!;0;D1;PatiPatniAurWo;0;R;;;;;
N;0;फोन कट गया।;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;XXXF;Happy;चलो एक काम तो हुआ। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Confuse;अब बाकी भी देखना होगा।;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Confuse;फ्लाइट बुक करनी हैं और डाक्यूमेंट्स भी भेजने हैं। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Happy;वो भी कर लेती हूँ। ;0;D1;PatiPatniAurWo;0;L;;;;;
MBE;;;;;;;;;;;;;;
D;LivingRoomBG;XXXF;Happy;हाँ, यही करती हूँ।;0;D1;PatiPatniAurWo;0;L;;;;;
N;0;मैंने एजेंट को कॉल किया।;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;AgentPhone;Phone;हेलो।  ;0;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Phone;हाँ मुझे कल सुबह की एक फ्लाइट बुक करवानी हैं। ;0;D1;PatiPatniAurWo;0;L;;;;;
N;0;... ;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;AgentPhone;Phone;ओके मैडम, हो गया, मैं अभी आपको डिटेल्स भेज दूंगा। ;1;D1;PatiPatniAurWo;0;R;;;;;
N;0;फोन कट गया।;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;XXXF;Happy;चलो एक काम तो हुआ। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Happy;डाक्यूमेंट्स भेज देती हूँ अब कंपनी में,;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Happy; और पुरानी कंपनी में रेसिग्नेशन भी देती हूँ। ;0;D1;PatiPatniAurWo;0;L;;;;;
MBE;;;;;;;;;;;;;;
D;LivingRoomBG;XXXF;Happy;हाँ, यही करती हूँ।;0;D1;PatiPatniAurWo;0;L;;;;;
N;0;मैंने डाक्यूमेंट्स सबमिट किये।;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;XXXF;Happy;अब कंपनी कॉल करती हूँ और सर को पूरी बात समझाती हूँ। ;0;D1;PatiPatniAurWo;0;L;;;;;
N;0;मैंने सर को कॉल किया।;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;BossPhone;Phone;हमे बोहोत अफ़सोस होगा तुम्हारे जैसे मेहनती एम्प्लॉय के जाने का। ;0;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Phone;सर मुझे भी, ईट वॉज ग्रेट वरकींग हियर। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;BossPhone;Phone;आल द बेस्ट!;0;D1;PatiPatniAurWo;0;R;;;;;
N;0;फोन कट गया।;LivingRoomBG;;;;;;;;;;;
D;LivingRoomBG;XXXF;Happy;चलो एक काम तो हुआ। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Confuse;अब बाकी भी देखना होगा।;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Confuse;फ्लाइट बुक करनी हैं और पैकींग भी। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;XXXF;Happy;वो भी कर लेती हूँ। ;0;D1;PatiPatniAurWo;0;L;;;;;
MBE;;;;;;;;;;;;;;
FO;LivingRoomBG;;;;;;;;;;;;;
BG;LivingRoomBG;2;;;;;;;;;;;;
N;0; मैंने बाकी सारे काम निपटाए।;;;;;;;;;;;;
N;0;मेरा सर दर्द से फटा जा रहा था। ;;;;;;;;;;;;
N;0;मैं सीधे शावर लेने चली गयी। ;;;;;;;;;;;;
N;0;मैं अपने बाथ टॉवल में थी की तभी… ;;;;;;;;;;;;
IMGNZ;Phone_Display_Baby_ScreenView;;;;;;;;;;;;;
N;0;{$MalePlayerName} का कॉल था, मैं हैंरान थी। ;;;;;;;;;;;;
D;LivingRoomBG;YYYM;Phone;(प्यार से) हे बेबी! ;0;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Confuse;(मन में) इतने प्यार से बात कर रहा हैं?;0;D4;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;YYYM;Phone;बेबी, कैसी हो आप? दिन कैसा रहा?;0;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Phone;हाँ आज का दिन काफी दिलचस्प था, बोहोत कुछ हुआ। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;YYYM;Phone;(हड़बड़ाकर) जै… जैसे?;0;D1;PatiPatniAurWo;0;R;;;;;
D;LivingRoomBG;XXXF;Phone;अरे बस ऑफिस में ही… तुम बताओ, तुम्हारा दिन कैसा रहा?;1;D1;PatiPatniAurWo;0;L;;;;;
D;LivingRoomBG;YYYM;Phone;(हिचकिचाकर) अच्छा था बोहोत… ;0;D1;PatiPatniAurWo;0;R;;;;;
