ML;1;;;;;;;;;;;;;
BG;OfficeCommonWorkAreaBG;0;;;;;;;;;;;;
N;0;मैं ऑफिस गयी। ;;;;;;;;;;;;
FO;OfficeCommonWorkAreaBG;;;;;;;;;;;;;
BG;OfficeCommonWorkAreaBG;2;;;;;;;;;;;;
N;0;वहाँ सारा काम करके मैंने घडी देखी तो साढ़े चार बज रहे थे। ;;;;;;;;;;;;
D;OfficeCommonWorkAreaBG;XXXF;Confuse;अरे, पांच बजे तो मीटिंग हैं! ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OfficeCommonWorkAreaBG;XXXF;Confuse;कॉल कर लेती हूँ यश और मेघना को… ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OfficeCommonWorkAreaBG;Yash;Phone;हेलो? ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OfficeCommonWorkAreaBG;XXXF;Phone;हाँ, मैं {$FemalePlayerName} बोल रही हूँ।;0;D1;PatiPatniAurWo;0;L;;;;;
D;OfficeCommonWorkAreaBG;Yash;Phone;हाँ, याद हैं ना पांच बजे मीटिंग हैं? ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OfficeCommonWorkAreaBG;XXXF;Phone;हाँ वही, मैं निकल गयी हूँ, रास्ते में हूँ। ;0;D1;PatiPatniAurWo;0;L;;;;;
FO;OutsideOfficeBuildingEveningTimeBG;0;;;;;;;;;;;;
BG;OutsideOfficeBuildingEveningTimeBG;1;;;;;;;;;;;;
N;0;वहाँ पोहोची तो यश बाहार ही खड़ा मेरा इंतज़ार कर रहा था। ;;;;;;;;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Happy;हे! ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Happy;हेलो, गुड इवनींग!;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Happy;(फ़्लर्ट) तुम आ गयी, अब इवनींग गुड हो ही जाएगी। ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Happy;(मुस्कुरार) थैंक्यू, ये सुनकर अच्छा लगा। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;क्या हुआ, कोई प्रॉब्लम?;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Happy;अरे नहीं! नथींग, हाहाहा। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;अरे बताओ तो?;0;D1;PatiPatniAurWo;0;R;;;;;
ML;1;;;;;;;;;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Confuse;क्या मुझे यश को सब बताना चाहिए?   ;0;D1;PatiPatniAurWo;1;L;0;3;हाँ।;नहीं।;बात टाल देती हूँ।
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;बोलो! तुम कल भी रो रही थी, बताओ तो सही हुआ क्या हैं? ;1;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;{$MalePlayerName} जबसे बैंगलोर गया हैं, तबसे… ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;तबसे?;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;तबसे उससे मेरी बात नहीं हुई हैं। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;बिलकुल भी? ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;नहीं, लेकिन जितनी भी हुई, उसका कोई मतलब नहीं था… ;1;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Happy;तुम परेशां मत हो। ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;पर वो मुझसे ऐसे कभी बात नहीं करता था। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;हो सकता हैं नए शहर में एडजस्ट होने का चिड़चिड़ापन हो। ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Confuse;हाँ, ऐसा तो मैंने सोचा ही नहीं! ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Happy;तुमसे बात करके मुझे बेहतर महसूस हो रहा हैं, थैंक्यू! ;0;D1;PatiPatniAurWo;0;L;;;;;
MBE;;;;;;;;;;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;बोलो! तुम कल भी रो रही थी, बताओ तो सही हुआ क्या हैं?;1;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;नहीं, कुछ नहीं। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Angry;बता दो! नहीं तो मैं मीटिंग में नहीं जाऊँगा! ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Angry;बता दो! नहीं तो मैं मीटिंग में नहीं जाऊँगा! ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Confuse;धमकी दे रहे हो?;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Angry;हाँ! ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;{$MalePlayerName} जबसे बैंगलोर गया हैं, तबसे… ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;तबसे?;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;तबसे उससे मेरी बात नहीं हुई हैं। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;बिलकुल भी? ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;नहीं, लेकिन जितनी भी हुई, उसका कोई मतलब नहीं था… ;1;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Happy;तुम परेशां मत हो। ;1;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;पर वो मुझसे ऐसे कभी बात नहीं करता था। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;हो सकता हैं नए शहर में एडजस्ट होने का चिड़चिड़ापन हो। ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Confuse;हाँ, ऐसा तो मैंने सोचा ही नहीं! ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Happy;तुमसे बात करके मुझे बेहतर महसूस हो रहा हैं, थैंक्यू! ;0;D1;PatiPatniAurWo;0;L;;;;;
MBE;;;;;;;;;;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;बोलो! तुम कल भी रो रही थी, बताओ तो सही हुआ क्या हैं?;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Confuse;नहीं, कुछ नहीं, ऑफिस में थोड़ा काम बिगड़ गया था मेरा। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Angry;झूट! अब बता दो नहीं तो मैं मीटिंग में नहीं जाऊँगा! ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Confuse;धमकी दे रहे हो?;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Angry;हाँ! ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;{$MalePlayerName} जबसे बैंगलोर गया हैं, तबसे… ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;तबसे?;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;तबसे उससे मेरी बात नहीं हुई हैं। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;बिलकुल भी? ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;नहीं, लेकिन जितनी भी हुई, उसका कोई मतलब नहीं था… ;1;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Happy;तुम परेशां मत हो। ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Sad;पर वो मुझसे ऐसे कभी बात नहीं करता था। ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Confuse;हो सकता हैं नए शहर में एडजस्ट होने का चिड़चिड़ापन हो। ;0;D1;PatiPatniAurWo;0;R;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Confuse;हाँ, ऐसा तो मैंने सोचा ही नहीं! ;0;D1;PatiPatniAurWo;0;L;;;;;
D;OutsideOfficeBuildingEveningTimeBG;XXXF;Happy;तुमसे बात करके मुझे बेहतर महसूस हो रहा हैं, थैंक्यू! ;0;D1;PatiPatniAurWo;0;L;;;;;
MBE;;;;;;;;;;;;;;
D;OutsideOfficeBuildingEveningTimeBG;Yash;Happy;और कोई बात? ;0;D1;PatiPatniAurWo;0;R;;;;;
